"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SLC16A31",2.42020285297212e-09,0.353395419046703,0.556,0.3,4.57418339211731e-05,"13","SLC16A3"
"SAPCD23",2.72778577740571e-09,0.390212267834369,0.77,0.538,5.15551511929679e-05,"13","SAPCD2"
"BCL3",2.78056624569338e-09,0.434609334970722,0.548,0.323,5.25527020436049e-05,"13","BCL3"
"PRSS8",2.85061770264244e-09,0.416911951319969,0.81,0.631,5.38766745799422e-05,"13","PRSS8"
"EPPK11",3.04303379107461e-09,0.309715285079655,0.516,0.277,5.75133386513102e-05,"13","EPPK1"
"CCDC124",3.08727199476353e-09,0.361346734384924,0.675,0.416,5.83494407010307e-05,"13","CCDC124"
"TMEM2381",3.34696441756156e-09,0.32225158740659,0.683,0.395,6.32576274919134e-05,"13","TMEM238"
"IFRD21",3.65138293996602e-09,0.327817449101684,0.825,0.549,6.90111375653578e-05,"13","IFRD2"
"NPEPPS",3.73640410076091e-09,0.318750636552936,0.635,0.365,7.06180375043812e-05,"13","NPEPPS"
"TRAP1",3.82024941863812e-09,0.382828918368509,0.841,0.613,7.22027140122605e-05,"13","TRAP1"
"HTRA11",3.89908289033776e-09,0.26101067032552,0.5,0.249,7.36926666273836e-05,"13","HTRA1"
"PSMC4",4.470867255114e-09,0.400055332479105,0.802,0.597,8.44993911216547e-05,"13","PSMC4"
"PSMD4",5.10090188084877e-09,0.418024044858554,0.786,0.603,9.64070455480417e-05,"13","PSMD4"
"HIPK1",5.1405954698524e-09,0.292415374203356,0.516,0.275,9.71572543802104e-05,"13","HIPK1"
"SRPRB",5.39033419367684e-09,0.350915649185335,0.683,0.419,0.000101877316260492,"13","SRPRB"
"PSMD14",5.65722841354412e-09,0.27622601990638,0.651,0.366,0.000106921617015984,"13","PSMD14"
"NAA201",5.81426917508711e-09,0.388901331288061,0.762,0.539,0.000109889687409146,"13","NAA20"
"UBA6",5.83244384779543e-09,0.298192041926996,0.603,0.344,0.000110233188723334,"13","UBA6"
"KIF22",5.86916387759087e-09,0.325071147450776,0.532,0.291,0.000110927197286468,"13","KIF22"
"BOP11",6.96993641379738e-09,0.34103508148192,0.825,0.573,0.00013173179822077,"13","BOP1"
"COL4A13",7.64770715214924e-09,0.391398560678435,0.651,0.392,0.000144541665175621,"13","COL4A1"
"GSTM3",7.69375477258011e-09,0.263708441977453,0.5,0.258,0.000145411965201764,"13","GSTM3"
"CCNB1",7.69986497722822e-09,0.316769843975843,0.603,0.348,0.000145527448069613,"13","CCNB1"
"HYOU1",7.92150301255854e-09,0.303446497088539,0.643,0.382,0.000149716406937356,"13","HYOU1"
"LRRC75A2",8.57146603886768e-09,0.406807274241141,0.635,0.386,0.000162000708134599,"13","LRRC75A"
"CCNQ",8.67355573836462e-09,0.27526809328152,0.524,0.276,0.000163930203455091,"13","CCNQ"
"DNAJB11",1.06843802506764e-08,0.325672778349103,0.579,0.33,0.000201934786737785,"13","DNAJB11"
"EIF4A3",1.0837214229348e-08,0.364617516030777,0.762,0.535,0.000204823348934677,"13","EIF4A3"
"VDAC3",1.10425246428474e-08,0.356833709835564,0.817,0.569,0.000208703715749815,"13","VDAC3"
"JUND",1.11753002456881e-08,0.33270870462469,0.913,0.812,0.000211213174643505,"13","JUND"
"PLOD1",1.15882963421312e-08,0.320354426157965,0.619,0.357,0.00021901880086628,"13","PLOD1"
"BRI3BP",1.23257961779756e-08,0.298192041926996,0.595,0.336,0.00023295754776374,"13","BRI3BP"
"PUF60",1.31544991413469e-08,0.351639824726597,0.865,0.76,0.000248620033771457,"13","PUF60"
"TIMM50",1.55105558278697e-08,0.337363845637339,0.714,0.47,0.000293149505146736,"13","TIMM50"
"PRPS2",1.68644393587085e-08,0.290332815528441,0.706,0.428,0.000318737903879591,"13","PRPS2"
"APEH1",1.79017410529692e-08,0.35605910845272,0.659,0.431,0.000338342905901117,"13","APEH"
"PTTG1",1.81466083986656e-08,0.31703044528365,0.579,0.335,0.000342970898734779,"13","PTTG1"
"ADAM15",1.89063420029349e-08,0.316131372892398,0.659,0.393,0.00035732986385547,"13","ADAM15"
"SLC38A51",1.89680289755679e-08,0.3278772049607,0.698,0.441,0.000358495747638234,"13","SLC38A5"
"EXOSC4",1.94374066053742e-08,0.301301357476665,0.675,0.403,0.000367366984841573,"13","EXOSC4"
"SFXN1",1.97837195379316e-08,0.291008209945599,0.508,0.274,0.000373912299266907,"13","SFXN1"
"PFDN2",2.01299556299343e-08,0.398341917739833,0.738,0.527,0.000380456161405758,"13","PFDN2"
"ZNF598",2.08272781034113e-08,0.268678264135586,0.532,0.289,0.000393635556154474,"13","ZNF598"
"UBP1",2.11861807651879e-08,0.284829525066649,0.667,0.389,0.00040041881646205,"13","UBP1"
"CDC34",2.2709046221483e-08,0.320134351987134,0.73,0.466,0.000429200973586029,"13","CDC34"
"WDR12",2.36926350039707e-08,0.258699391461261,0.516,0.277,0.000447790801575047,"13","WDR12"
"CNN21",2.47688269820309e-08,0.356103046340134,0.881,0.777,0.000468130829960385,"13","CNN2"
"NOC2L",2.55784682650737e-08,0.280038289067917,0.603,0.342,0.000483433050209894,"13","NOC2L"
"MBD31",2.58048328890827e-08,0.337406349726342,0.762,0.524,0.000487711341603663,"13","MBD3"
"NUDC",2.60325117997522e-08,0.354229747236023,0.643,0.411,0.000492014473015316,"13","NUDC"
"RNF126",2.66385319376808e-08,0.306100885125391,0.603,0.354,0.000503468253622167,"13","RNF126"
"VBP1",2.675318923431e-08,0.277882368440742,0.667,0.399,0.00050563527652846,"13","VBP1"
"TMPRSS2",2.67801414714594e-08,0.333550190625374,0.706,0.439,0.000506144673810582,"13","TMPRSS2"
"PITX1",2.88629662985333e-08,0.28968275601071,0.563,0.323,0.000545510063042279,"13","PITX1"
"CCT8",2.98283488395199e-08,0.39806294210692,0.817,0.596,0.000563755793066925,"13","CCT8"
"PTRH21",3.00755764593446e-08,0.296516764311162,0.556,0.32,0.000568428395081613,"13","PTRH2"
"NUS1",3.02831054077261e-08,0.250595198508729,0.508,0.27,0.000572350692206024,"13","NUS1"
"PRSS31",3.03106551477773e-08,0.286050552680575,0.825,0.557,0.000572871382292991,"13","PRSS3"
"AURKA",3.05270035899626e-08,0.302179634965493,0.556,0.316,0.000576960367850293,"13","AURKA"
"NQO1",3.07463786665809e-08,0.337871271651913,0.508,0.284,0.000581106556798379,"13","NQO1"
"GIPC1",3.11208556310913e-08,0.347974564819845,0.81,0.572,0.000588184171427625,"13","GIPC1"
"YAP1",3.12143682289444e-08,0.337087599577924,0.722,0.475,0.000589951559527049,"13","YAP1"
"PKP4",3.27459700331665e-08,0.272713088671337,0.508,0.277,0.000618898833626847,"13","PKP4"
"SLC9A3R1",3.30334719453266e-08,0.295337397303823,0.738,0.459,0.000624332619766673,"13","SLC9A3R1"
"XPOT1",3.33243126276634e-08,0.331298617728426,0.651,0.405,0.000629829508662837,"13","XPOT"
"CAVIN12",3.34751462610707e-08,0.283852370602509,0.579,0.329,0.000632680264334235,"13","CAVIN1"
"SNRPD11",3.38011785925042e-08,0.37271612807023,0.746,0.538,0.00063884227539833,"13","SNRPD1"
"DDRGK11",3.40900908361745e-08,0.316247180549191,0.706,0.457,0.000644302716803699,"13","DDRGK1"
"EBNA1BP2",3.50387411017012e-08,0.306003765495435,0.627,0.383,0.000662232206822152,"13","EBNA1BP2"
"DNAJC151",3.58028913047161e-08,0.368664898166914,0.857,0.712,0.000676674645659134,"13","DNAJC15"
"YWHAH",3.70595755514086e-08,0.372758829674202,0.833,0.666,0.000700425977921622,"13","YWHAH"
"KIF1C",3.89611318710111e-08,0.256597868815974,0.516,0.281,0.000736365392362109,"13","KIF1C"
"AKT1S1",3.97443548531314e-08,0.279202729612731,0.556,0.314,0.000751168306724183,"13","AKT1S1"
"KRT20",4.05859460885906e-08,0.394484786781531,0.706,0.47,0.000767074381074363,"13","KRT20"
"SELENOI",4.06569820849011e-08,0.271797605979764,0.508,0.277,0.000768416961404632,"13","SELENOI"
"PSMB6",4.29198357123395e-08,0.283163180504172,0.675,0.399,0.000811184894963217,"13","PSMB6"
"SQOR1",4.31171514496325e-08,0.352860435385615,0.651,0.403,0.000814914162398055,"13","SQOR"
"INO80E",4.362095809694e-08,0.252356086120097,0.516,0.279,0.000824436108032165,"13","INO80E"
"SIPA1L3",4.36750510076808e-08,0.291567938369395,0.508,0.283,0.000825458464045166,"13","SIPA1L3"
"SFXN3",4.54097396254383e-08,0.283898698435302,0.5,0.275,0.000858244078920784,"13","SFXN3"
"RELB",4.78543310565976e-08,0.321232859059713,0.524,0.292,0.000904446856969694,"13","RELB"
"OBSCN",4.79059284950828e-08,0.297317968367102,0.5,0.279,0.000905422048557065,"13","OBSCN"
"CKS21",4.88276222213754e-08,0.370887246124471,0.897,0.755,0.000922842059983994,"13","CKS2"
"MRPL55",5.14774530741011e-08,0.307550014955817,0.627,0.376,0.00097292386310051,"13","MRPL55"
"PPP1R10",5.1945087555238e-08,0.319513432730347,0.571,0.331,0.000981762154793999,"13","PPP1R10"
"STT3A",5.41998865090283e-08,0.360976682386318,0.675,0.446,0.00102437785502064,"13","STT3A"
"ADAM19",5.6113129092107e-08,0.287994833507566,0.579,0.335,0.00106053813984082,"13","ADAM19"
"AIFM11",5.9613046989351e-08,0.273636773099397,0.587,0.335,0.00112668658809873,"13","AIFM1"
"NRARP1",6.0283374188883e-08,0.294698008089843,0.667,0.41,0.00113935577216989,"13","NRARP"
"AATF",6.32443332417591e-08,0.296314323839436,0.556,0.322,0.00119531789826925,"13","AATF"
"RAD21",6.34986962606254e-08,0.333177263059071,0.857,0.686,0.00120012535932582,"13","RAD21"
"COLGALT11",7.44908486537792e-08,0.341872244145651,0.865,0.733,0.00140787703955643,"13","COLGALT1"
"TKT",7.51227149500805e-08,0.356208544058615,0.873,0.755,0.00141981931255652,"13","TKT"
"KXD1",8.01415881180576e-08,0.293115423840538,0.706,0.457,0.00151467601543129,"13","KXD1"
"PSMD3",8.43287061280539e-08,0.320671913821148,0.778,0.542,0.00159381254582022,"13","PSMD3"
"LSM21",8.58269250811331e-08,0.303575076929818,0.595,0.366,0.00162212888403342,"13","LSM2"
"SMARCA4",9.94539252022048e-08,0.326734728028526,0.746,0.542,0.00187967918632167,"13","SMARCA4"
"GOT2",1.00301617837993e-07,0.276265540925459,0.667,0.414,0.00189570057713807,"13","GOT2"
"OAS11",1.01383955443992e-07,0.404805348463316,0.603,0.386,0.00191615675789145,"13","OAS1"
"AARS",1.02069835963946e-07,0.340086634998411,0.651,0.418,0.00192911989971858,"13","AARS"
"MRPL41",1.0489051521247e-07,0.294992559632386,0.778,0.515,0.00198243073751568,"13","MRPL41"
"SSRP12",1.07601169705835e-07,0.307427468613773,0.825,0.586,0.00203366210744028,"13","SSRP1"
"COASY",1.09424736471298e-07,0.281944861587605,0.659,0.404,0.00206812751930753,"13","COASY"
"YIF1B",1.1677658333319e-07,0.270866319956443,0.548,0.315,0.00220707742499728,"13","YIF1B"
"ABCF1",1.20168257922673e-07,0.277780297486533,0.587,0.343,0.00227118007473853,"13","ABCF1"
"FDPS1",1.26780246645746e-07,0.316354640480494,0.857,0.708,0.0023961466616046,"13","FDPS"
"RHOB",1.41531499965816e-07,0.300198031781291,0.738,0.503,0.00267494534935392,"13","RHOB"
"FLNB1",1.47299263468653e-07,0.38884340497707,0.825,0.649,0.00278395607955755,"13","FLNB"
"CNOT11",1.67417016585038e-07,0.270214488251622,0.595,0.358,0.00316418161345722,"13","CNOT11"
"TMEM106C1",1.67695308403547e-07,0.31436961757551,0.69,0.461,0.00316944132882704,"13","TMEM106C"
"ITGB41",1.74651342613536e-07,0.320141997818461,0.873,0.754,0.00330091037539582,"13","ITGB4"
"MAGOH1",1.8015804121094e-07,0.30379000868887,0.659,0.436,0.00340498697888677,"13","MAGOH"
"ZFP361",1.84354748087813e-07,0.342882264452968,0.706,0.462,0.00348430473885966,"13","ZFP36"
"MRPS22",1.87863172507459e-07,0.287772330278566,0.643,0.401,0.00355061396039097,"13","MRPS2"
"EPB41L1",1.99973439313518e-07,0.32842529464981,0.659,0.421,0.0037794980030255,"13","EPB41L1"
"DNAJC3",2.05592455566312e-07,0.264168804653319,0.571,0.34,0.00388569741020329,"13","DNAJC3"
"NAPRT1",2.069834570849e-07,0.293681092427363,0.675,0.424,0.00391198733890461,"13","NAPRT"
"SPNS21",2.20451762928557e-07,0.301557868471714,0.571,0.352,0.00416653831934972,"13","SPNS2"
"DEDD21",2.2125723576219e-07,0.285218121742086,0.627,0.389,0.00418176175590539,"13","DEDD2"
"CYP2S1",2.30000162023162e-07,0.30438317235439,0.921,0.819,0.00434700306223776,"13","CYP2S1"
"CSNK2A11",2.68736276694421e-07,0.303039259398191,0.77,0.54,0.00507911562952455,"13","CSNK2A1"
"CDK2AP2",2.72429802743774e-07,0.278964237274645,0.722,0.468,0.00514892327185732,"13","CDK2AP2"
"CDH3",2.7726283480606e-07,0.283924865739046,0.524,0.306,0.00524026757783453,"13","CDH3"
"TOP1",2.81790985894402e-07,0.315576372357727,0.762,0.517,0.0053258496334042,"13","TOP1"
"SARNP",2.8225069152221e-07,0.295943964184133,0.563,0.34,0.00533453806976977,"13","SARNP"
"SLCO4A12",2.83380540385476e-07,0.298991428086916,0.643,0.409,0.0053558922132855,"13","SLCO4A1"
"CLPTM11",2.85130675067489e-07,0.280810357625166,0.73,0.476,0.00538896975877555,"13","CLPTM1"
"GTF3C51",2.8514068731587e-07,0.275771526330962,0.571,0.337,0.00538915899026993,"13","GTF3C5"
"F11R",2.86071119999312e-07,0.351012471106843,0.754,0.571,0.005406744167987,"13","F11R"
"DCAF131",2.98698051363191e-07,0.282283958871871,0.722,0.472,0.00564539317076432,"13","DCAF13"
"RRP1B",3.26356171315801e-07,0.270224888050694,0.524,0.302,0.00616813163786863,"13","RRP1B"
"NUFIP2",3.45696414316775e-07,0.296487677913068,0.73,0.5,0.00653366223058705,"13","NUFIP2"
"DEK1",3.47491316996562e-07,0.321287137746764,0.794,0.6,0.00656758589123501,"13","DEK"
"STOML2",3.6092262660682e-07,0.329564087864077,0.825,0.668,0.0068214376428689,"13","STOML2"
"UQCC31",3.61896509965236e-07,0.321052720781818,0.738,0.511,0.00683984403834297,"13","UQCC3"
"AP1M21",3.75082055698822e-07,0.264157138147305,0.706,0.448,0.00708905085270773,"13","AP1M2"
"BLVRB",4.01074790259689e-07,0.318064139670988,0.627,0.423,0.00758031353590812,"13","BLVRB"
"SHMT21",4.10213801068413e-07,0.30077667295153,0.659,0.428,0.00775304084019301,"13","SHMT2"
"NAT101",4.32467174888418e-07,0.270621815335311,0.571,0.34,0.00817362960539109,"13","NAT10"
"STUB1",4.41044546882403e-07,0.281954886751645,0.619,0.384,0.00833574193607741,"13","STUB1"
"ARPC5L1",4.43152786562906e-07,0.333376360148289,0.627,0.413,0.00837558766603892,"13","ARPC5L"
"CDK5RAP1",4.64960968332215e-07,0.250167199277977,0.579,0.349,0.00878776230147887,"13","CDK5RAP1"
"USP12",4.7053069228458e-07,0.258622217232031,0.563,0.328,0.00889303008417857,"13","USP12"
"MRPL52",4.71365226665953e-07,0.371133584736134,0.794,0.638,0.00890880278398651,"13","MRPL52"
"PRR15L1",4.73812205810001e-07,0.357486070254045,0.754,0.56,0.00895505068980901,"13","PRR15L"
"ANAPC7",4.91581885081475e-07,0.271297343293155,0.595,0.371,0.00929089762803987,"13","ANAPC7"
"WDR45B",5.0876091956594e-07,0.283358013725589,0.627,0.396,0.00961558137979627,"13","WDR45B"
"SMC41",5.44220571299553e-07,0.295571382153955,0.563,0.354,0.0102857687975616,"13","SMC4"
"C20orf271",5.60128677327228e-07,0.342582463699792,0.738,0.548,0.0105864320014846,"13","C20orf27"
"NUP85",5.61531199388186e-07,0.255605725192197,0.532,0.31,0.0106129396684367,"13","NUP85"
"PSMB2",5.79560582185892e-07,0.319887560949975,0.738,0.505,0.0109536950033134,"13","PSMB2"
"MED241",5.86005135052306e-07,0.278973932936152,0.571,0.349,0.0110754970524886,"13","MED24"
"PRKDC2",6.35115752902744e-07,0.321046335805216,0.849,0.697,0.0120036877298619,"13","PRKDC"
"QSOX1",6.50760545892487e-07,0.3308088214104,0.746,0.566,0.012299374317368,"13","QSOX1"
"TCP1",6.53519586647895e-07,0.298843101422194,0.825,0.684,0.0123515201876452,"13","TCP1"
"EMD",6.67485633472859e-07,0.283254670599576,0.706,0.492,0.012615478472637,"13","EMD"
"DNTTIP12",6.68080309533866e-07,0.346712957118389,0.762,0.563,0.0126267178501901,"13","DNTTIP1"
"EMP1",6.73120100636472e-07,0.267761615723567,0.635,0.387,0.0127219699020293,"13","EMP1"
"STRN4",6.9880427295284e-07,0.305560501751943,0.698,0.463,0.0132074007588087,"13","STRN4"
"FTSJ1",7.4821107510958e-07,0.271934445118717,0.508,0.301,0.0141411893195711,"13","FTSJ1"
"NCLN",7.49264454403008e-07,0.279813053436667,0.73,0.48,0.0141610981882168,"13","NCLN"
"NSFL1C",7.59002368997854e-07,0.258239231299583,0.595,0.363,0.0143451447740594,"13","NSFL1C"
"PSMD11",7.72889408986651e-07,0.268323540015897,0.635,0.403,0.0146076098298477,"13","PSMD11"
"SLC16A1",8.16360984003374e-07,0.31521550219898,0.714,0.479,0.0154292225976638,"13","SLC16A1"
"DNAJC7",8.20467730711491e-07,0.280478184553597,0.571,0.36,0.0155068401104472,"13","DNAJC7"
"SPTAN1",8.26454712073499e-07,0.331531554685562,0.802,0.608,0.0156199940581891,"13","SPTAN1"
"GTF2F2",8.61308610829573e-07,0.264893792858017,0.54,0.323,0.0162787327446789,"13","GTF2F2"
"RARS",8.94321112040651e-07,0.256385226990744,0.627,0.396,0.0169026690175683,"13","RARS"
"LTBR",9.40498698488296e-07,0.314664255591624,0.746,0.549,0.0177754254014288,"13","LTBR"
"CARM1",9.41935110758896e-07,0.283001820709767,0.667,0.433,0.0178025735933431,"13","CARM1"
"EFTUD21",9.90979815431591e-07,0.26806446715372,0.722,0.489,0.0187295185116571,"13","EFTUD2"
"CEBPG",1.07074241828056e-06,0.256396633543117,0.627,0.393,0.0202370317055026,"13","CEBPG"
"DTYMK",1.08233023543409e-06,0.26094246248487,0.532,0.324,0.0204560414497042,"13","DTYMK"
"PRMT1",1.14568133926187e-06,0.332197493172389,0.778,0.642,0.0216533773120494,"13","PRMT1"
"SERPINB1",1.16221992877285e-06,0.283141190112469,0.714,0.489,0.0219659566538069,"13","SERPINB1"
"CLDN11",1.17328989154418e-06,0.262224717364576,0.714,0.456,0.022175178950185,"13","CLDN1"
"WDR18",1.18641147942436e-06,0.251964591981609,0.532,0.321,0.0224231769611204,"13","WDR18"
"GET3",1.20374680786472e-06,0.30452224517101,0.571,0.37,0.0227508146686433,"13","GET3"
"MEA1",1.21625806933689e-06,0.268949243670734,0.579,0.367,0.0229872775104672,"13","MEA1"
"VARS",1.21857014923654e-06,0.273917657854134,0.563,0.351,0.0230309758205705,"13","VARS"
"GSPT1",1.22153306848286e-06,0.281714813621361,0.754,0.538,0.0230869749943261,"13","GSPT1"
"PVR2",1.295878461926e-06,0.309883763205862,0.683,0.463,0.0244921029304013,"13","PVR"
"SAE1",1.35542487868772e-06,0.305781774070739,0.746,0.547,0.025617530207198,"13","SAE1"
"SNRPD31",1.36590438511835e-06,0.32984710983937,0.825,0.706,0.0258155928787368,"13","SNRPD3"
"SLIRP",1.46611470476137e-06,0.31032802005446,0.881,0.776,0.0277095679199899,"13","SLIRP"
"SARS",1.47319491919103e-06,0.361457497331058,0.802,0.632,0.0278433839727105,"13","SARS"
"LSM4",1.47616230635822e-06,0.283195645071864,0.937,0.821,0.0278994675901703,"13","LSM4"
"CES11",1.5121073571665e-06,0.364246768246827,0.746,0.554,0.0285788290504469,"13","CES1"
"CYB561",1.52808447355536e-06,0.26503687701221,0.635,0.419,0.0288807965501964,"13","CYB561"
"IPO5",1.65425315114134e-06,0.286162210601697,0.77,0.602,0.0312653845565714,"13","IPO5"
"ATP5IF1",1.69174713922174e-06,0.293032248017863,0.802,0.635,0.0319740209312908,"13","ATP5IF1"
"CDC42EP11",1.70812786868386e-06,0.302434238692347,0.579,0.374,0.0322836167181249,"13","CDC42EP1"
"RNF213",1.79963118601333e-06,0.292912064576328,0.841,0.703,0.0340130294156519,"13","RNF213"
"ERBB22",1.90981619962681e-06,0.284308988845158,0.802,0.596,0.0360955261729468,"13","ERBB2"
"MRPS12",1.92452967704287e-06,0.298535806477388,0.825,0.683,0.0363736108961102,"13","MRPS12"
"ABCC3",1.9351135184681e-06,0.254549754076048,0.611,0.391,0.0365736454990471,"13","ABCC3"
"MIDN",1.94867153792647e-06,0.268583843831165,0.579,0.362,0.0368298920668102,"13","MIDN"
"RRM1",1.95701621965998e-06,0.266679272578958,0.516,0.315,0.0369876065515737,"13","RRM1"
"NARF",2.07668634274359e-06,0.260551014079737,0.556,0.344,0.0392493718778539,"13","NARF"
"TIMM17B",2.19965625557522e-06,0.251016335325983,0.746,0.519,0.0415735032303716,"13","TIMM17B"
"AUP1",2.22795566995379e-06,0.287708011985711,0.833,0.668,0.0421083621621267,"13","AUP1"
"TMCO1",2.28697365337948e-06,0.263365885759896,0.714,0.502,0.0432238020488722,"13","TMCO1"
"MTG1",2.3037185428229e-06,0.264087201947288,0.508,0.31,0.0435402804593528,"13","MTG1"
"MX11",2.35553579182021e-06,0.351727476682452,0.643,0.428,0.044519626465402,"13","MX1"
"CIAO2B1",2.60026740284269e-06,0.278176765960565,0.675,0.465,0.0491450539137269,"13","CIAO2B"
"NPM3",2.62729904284181e-06,0.255636901914729,0.524,0.319,0.0496559519097101,"13","NPM3"
"GPS1",2.65650953165527e-06,0.263321823912419,0.611,0.394,0.0502080301482845,"13","GPS1"
"SNRPA1",2.89683302576292e-06,0.269281728046972,0.714,0.5,0.0547501441869191,"13","SNRPA"
"DDOST",2.97064006435284e-06,0.252720470178106,0.611,0.389,0.0561450972162687,"13","DDOST"
"MAP2K3",2.98243421246071e-06,0.297803763222309,0.579,0.391,0.0563680066155073,"13","MAP2K3"
"DUSP16",3.01740048389701e-06,0.269898073064283,0.571,0.36,0.0570288691456535,"13","DUSP16"
"PSMB7",3.09516188641182e-06,0.294504910689596,0.825,0.635,0.0584985596531833,"13","PSMB7"
"MRPS7",3.14506949244453e-06,0.285857602499706,0.794,0.564,0.0594418134072017,"13","MRPS7"
"ELOC",3.20865591658014e-06,0.27057279582934,0.81,0.66,0.0606435968233647,"13","ELOC"
"MRPS18C1",3.27163318213735e-06,0.270578892905877,0.643,0.43,0.0618338671423959,"13","MRPS18C"
"POLR2E",3.32279408627987e-06,0.274023074262336,0.77,0.597,0.0628008082306895,"13","POLR2E"
"NUP2101",3.70016709111963e-06,0.256305697572438,0.532,0.326,0.0699331580221611,"13","NUP210"
"RCC2",3.71032386006765e-06,0.258130600532564,0.683,0.462,0.0701251209552785,"13","RCC2"
"PSENEN",3.77867648046038e-06,0.279744946604217,0.73,0.539,0.0714169854807011,"13","PSENEN"
"MST1R",4.00376342594552e-06,0.262292946205042,0.508,0.319,0.0756711287503704,"13","MST1R"
"PSMB5",4.20157937141639e-06,0.267972682359597,0.802,0.617,0.0794098501197698,"13","PSMB5"
"PERP3",4.22923125787681e-06,0.292577523428017,0.802,0.666,0.0799324707738718,"13","PERP"
"NOLC1",4.64616082706002e-06,0.277897240742218,0.794,0.639,0.0878124396314344,"13","NOLC1"
"SQLE1",4.8818867565125e-06,0.281837581731006,0.802,0.625,0.0922676596980863,"13","SQLE"
"MRPL4",5.09297751141745e-06,0.255329829920869,0.762,0.566,0.0962572749657897,"13","MRPL4"
"NIFK",5.20182869397833e-06,0.267768652785493,0.603,0.397,0.0983145623161904,"13","NIFK"
"DNM2",5.45212266838994e-06,0.287141663027156,0.825,0.71,0.10304511843257,"13","DNM2"
"PQBP1",5.5227978436568e-06,0.271740682582535,0.643,0.451,0.104380879245114,"13","PQBP1"
"CDC123",5.7305941193821e-06,0.273670020312535,0.651,0.446,0.108308228856322,"13","CDC123"
"CEMIP22",6.02307245201931e-06,0.288466379529377,0.619,0.416,0.113836069343165,"13","CEMIP2"
"HUWE1",6.02845069054841e-06,0.307481870681143,0.762,0.638,0.113937718051365,"13","HUWE1"
"PPM1G",6.04209546360438e-06,0.29025666736752,0.738,0.543,0.114195604262123,"13","PPM1G"
"SRM",6.73058746312674e-06,0.330093861883143,0.738,0.579,0.127208103053095,"13","SRM"
"NPLOC4",6.98521727469536e-06,0.290623417813821,0.619,0.432,0.132020606491742,"13","NPLOC4"
"MTHFD1",7.27515066257779e-06,0.252776490033198,0.556,0.346,0.13750034752272,"13","MTHFD1"
"PPP5C1",7.95909530340975e-06,0.27710651736483,0.706,0.499,0.150426901234444,"13","PPP5C"
"DDAH2",7.98371980197987e-06,0.263607208326134,0.706,0.503,0.15089230425742,"13","DDAH2"
"MLLT1",8.1954662286403e-06,0.252175026218816,0.675,0.437,0.154894311721302,"13","MLLT1"
"MTLN1",8.31014803543744e-06,0.253625257343926,0.667,0.452,0.157061797869768,"13","MTLN"
"ATP5MC1",8.33426879644866e-06,0.260657048374564,0.905,0.772,0.15751768025288,"13","ATP5MC1"
"SRSF1",8.44574814648045e-06,0.261700771134455,0.905,0.73,0.159624639968481,"13","SRSF1"
"GNA11",8.65562661984744e-06,0.285261898806339,0.516,0.337,0.163591343115117,"13","GNA11"
"MICOS10",8.90237188785383e-06,0.284605382280385,0.77,0.597,0.168254828680437,"13","MICOS10"
"APMAP1",9.77279998133312e-06,0.280107919192735,0.762,0.585,0.184705919647196,"13","APMAP"
"AMD11",1.00197689305623e-05,0.253946826785011,0.667,0.466,0.189373632787627,"13","AMD1"
"MLF2",1.06697195045298e-05,0.300437654023666,0.841,0.723,0.201657698635614,"13","MLF2"
"RFLNA",1.07177386472039e-05,0.257942240377018,0.532,0.343,0.202565260432155,"13","RFLNA"
"WDR43",1.07332925091654e-05,0.265141157605678,0.619,0.421,0.202859228423227,"13","WDR43"
"S100A16",1.11975606265941e-05,0.34277190906048,0.683,0.521,0.211633895842628,"13","S100A16"
"PHLDA2",1.1307095568197e-05,0.326245390002141,0.579,0.404,0.213704106238923,"13","PHLDA2"
"UBQLN1",1.13075519945884e-05,0.272879577483511,0.643,0.444,0.213712732697721,"13","UBQLN1"
"CDK16",1.16874849904358e-05,0.255018896725512,0.627,0.444,0.220893466319237,"13","CDK16"
"ABHD121",1.21545133429516e-05,0.272001434044654,0.722,0.531,0.229720302181785,"13","ABHD12"
"MACC1",1.3143095109319e-05,0.250414637648756,0.571,0.364,0.248404497566129,"13","MACC1"
"NSDHL",1.34643662437148e-05,0.26086064791653,0.532,0.342,0.25447652200621,"13","NSDHL"
"MCL1",1.37701692630352e-05,0.28774391216945,0.817,0.677,0.260256199071366,"13","MCL1"
"NR2F6",1.39094295646244e-05,0.258029317050948,0.746,0.571,0.262888218771402,"13","NR2F6"
"RBM14",1.53235901956519e-05,0.252439991544644,0.651,0.452,0.289615854697821,"13","RBM14"
"PRPF31",1.69264509430866e-05,0.256716421666456,0.635,0.435,0.319909922824337,"13","PRPF31"
"TSTA3",1.72300688355754e-05,0.279877437533206,0.738,0.542,0.325648300992376,"13","TSTA3"
"PSMA6",1.79969217308789e-05,0.26773348895096,0.786,0.672,0.340141820713612,"13","PSMA6"
"FKBP4",1.86695780636556e-05,0.271490383451909,0.802,0.661,0.352855025403091,"13","FKBP4"
"DDX39A",1.91496029754865e-05,0.255942756672638,0.659,0.481,0.361927496236694,"13","DDX39A"
"B4GALT1",1.97725802770399e-05,0.26806446715372,0.69,0.472,0.373701767236053,"13","B4GALT1"
"UBE2A",2.20504780796429e-05,0.274199120781933,0.603,0.426,0.41675403570525,"13","UBE2A"
